Postcode	age18_24	age25_34	age35_54	age_55	genderMale	employed	selfEmployed	student	eduLower	eduMid	eduUni	license	commuteBike	commutePT	commuteNS	distWork	usedUber	hhSize	hhChild	nbrCarHH	incLevel_30k	incLevel30_60k	incLevel60k	csMember	choice
3029	0	1	0	0	1	1	0	0	0	0	1	1	0	1	1	6	0	3	0	3	0	1	0	0	0
3543	0	1	0	0	1	1	0	0	0	0	1	1	1	0	0	3	0	1	0	1	0	1	0	0	2
2552	0	0	1	0	0	1	0	0	0	1	0	1	1	0	0	2	1	4	3	2	1	0	0	0	0
1019	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	5	0	2	0	1	0	0	1	0	0
3582	0	1	0	0	1	0	0	1	0	1	0	1	1	1	0	4	0	1	0	2	0	0	0	0	0
3078	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	3	1	4	2	2	0	1	0	0	1
3571	1	0	0	0	0	0	0	1	0	0	1	1	1	0	1	7	0	1	0	1	1	0	0	0	3
1097	1	0	0	0	0	0	0	1	0	1	0	1	1	0	0	2	0	1	0	1	1	0	0	0	3
3068	0	0	1	0	1	1	0	0	0	0	1	1	1	0	1	6	0	4	2	2	0	0	0	0	1
1064	0	0	0	1	1	1	0	0	0	0	1	1	0	0	0	4	0	2	0	3	0	0	1	0	0
2511	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	4	0	0	0	0	0	0	0	0	3
3015	0	1	0	0	0	0	0	1	0	1	0	1	1	1	1	2	0	1	0	2	0	0	0	0	2
1063	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	5	0	4	0	3	0	0	1	0	0
1095	1	0	0	0	0	0	0	1	0	0	1	1	0	0	1	4	0	3	0	1	1	0	0	0	3
2513	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	3	0	4	2	3	0	0	0	0	2
3526	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	3	1	2	0	1	1	0	0	0	1
2573	0	1	0	0	0	1	0	0	0	1	0	1	1	1	0	3	1	2	0	2	1	0	0	0	1
1067	0	0	1	0	1	1	0	0	0	1	0	1	0	0	0	4	0	5	3	2	0	1	0	0	0
3068	0	1	0	0	1	1	0	0	0	1	0	1	0	1	0	4	0	2	0	2	0	1	0	0	0
3526	1	0	0	0	0	0	0	1	0	1	0	1	0	0	1	7	1	3	0	2	1	0	0	0	1
3062	0	0	1	0	1	1	0	0	0	0	1	1	1	1	0	3	0	1	0	2	1	0	0	0	1
3025	0	1	0	0	0	1	0	0	0	0	1	1	0	1	1	5	0	3	1	3	0	1	0	0	3
2513	0	0	1	0	1	1	0	0	0	0	1	1	0	0	0	3	0	2	0	2	0	1	0	0	0
3082	0	0	1	0	0	1	0	0	0	1	0	1	1	0	0	4	0	1	0	2	1	0	0	0	1
3527	0	1	0	0	1	1	0	0	0	0	1	1	1	0	0	4	0	2	0	1	0	1	0	0	2
3078	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	4	0	2	0	3	0	0	1	0	4
3039	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	5	1	3	1	2	0	1	0	0	0
3079	1	0	0	0	0	1	0	0	0	0	1	1	0	1	0	7	0	3	1	2	0	1	0	0	2
1067	0	1	0	0	0	1	0	0	0	1	0	1	1	0	0	3	0	4	2	2	0	1	0	0	3
1017	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	5	0	3	1	2	0	1	0	0	0
3011	1	0	0	0	0	0	0	1	0	1	0	0	1	1	1	2	0	1	0	1	1	0	0	0	0
1069	0	0	1	0	0	1	0	0	0	1	0	1	1	0	0	4	0	2	0	3	0	0	0	0	0
1098	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	7	0	0	0	0	0	0	0	0	2
3081	0	1	0	0	1	1	0	0	1	0	0	1	0	0	0	5	0	2	1	3	0	1	0	0	0
3077	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	3	0	3	2	2	0	0	0	0	0
1092	0	0	1	0	0	1	0	0	0	0	1	1	1	0	0	2	0	2	2	1	0	1	0	1	1
3074	1	0	0	0	0	0	0	1	0	1	0	0	1	1	1	7	0	3	1	1	1	0	0	0	2
1083	1	0	0	0	0	0	0	1	0	1	0	1	1	0	0	2	0	1	0	1	1	0	0	0	1
3544	0	0	1	0	1	1	0	0	0	0	1	1	0	0	0	6	0	3	1	3	0	0	1	0	0
2545	0	0	1	0	1	1	0	0	0	1	0	1	0	0	0	3	0	3	1	3	0	1	0	0	0
1068	1	0	0	0	0	0	0	1	0	1	0	1	1	0	0	3	0	3	0	2	0	1	0	0	0
3035	1	0	0	0	1	0	0	1	0	1	0	1	0	0	1	3	0	3	0	2	0	1	0	0	0
1097	0	1	0	0	1	1	0	0	0	1	0	1	1	0	0	3	0	2	0	2	0	0	1	0	2
1071	0	0	1	0	0	1	0	0	0	0	1	1	0	1	0	2	0	1	0	2	0	0	1	0	0
1016	0	1	0	0	1	1	0	0	0	0	1	1	0	0	0	7	0	2	0	2	0	1	0	0	2
1019	0	0	1	0	0	1	0	0	0	0	1	1	0	1	0	5	0	3	1	2	0	1	0	0	0
3086	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	4	1	3	0	1	1	0	0	0	0
2492	1	0	0	0	0	0	0	1	0	1	0	0	1	1	0	5	0	4	1	3	0	0	0	0	0
3034	0	1	0	0	1	1	0	0	0	1	0	1	1	0	0	4	0	2	0	3	0	1	0	0	0
3052	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	5	1	2	0	2	1	0	0	0	1
1053	1	0	0	0	0	0	0	1	0	1	0	1	1	0	0	2	0	1	0	1	1	0	0	0	3
3083	0	0	1	0	1	1	0	0	0	1	0	0	1	0	0	3	0	5	3	2	0	1	0	0	1
1060	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	3	1	0	0	0	0	0	0	0	0
1069	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	2	0	2	0	2	0	1	0	0	4
3029	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	4	1	3	1	2	0	1	0	0	3
3563	0	0	1	0	1	1	0	0	0	0	1	0	1	1	1	5	0	1	0	1	0	1	0	0	1
3526	0	1	0	0	1	1	0	0	0	0	1	1	0	0	0	2	0	2	0	2	1	0	0	0	3
1069	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	3	1	2	0	2	1	0	0	0	0
2518	0	1	0	0	0	0	0	1	0	1	0	1	1	0	0	2	0	1	0	1	1	0	0	0	0
2515	1	0	0	0	1	0	0	1	0	1	0	1	0	1	0	3	1	4	0	2	0	0	0	0	0
2583	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	4	0	3	1	3	0	1	0	1	2
2574	0	1	0	0	1	1	0	0	0	1	0	1	1	1	0	5	0	1	0	2	0	0	0	0	0
3038	1	0	0	0	0	0	0	1	0	1	0	0	1	1	1	4	0	1	0	1	1	0	0	0	4
2593	1	0	0	0	0	1	0	0	1	0	0	1	1	0	0	4	1	3	0	2	0	1	0	0	0
3032	0	0	0	1	0	1	0	0	0	0	1	1	1	0	0	2	0	2	0	2	0	1	0	0	1
1019	0	1	0	0	1	1	0	0	0	0	1	1	0	0	0	5	0	0	0	0	0	0	0	0	0
1012	0	0	0	1	1	1	0	0	1	0	0	1	0	1	0	2	1	1	0	1	1	0	0	0	1
1060	1	0	0	0	0	0	0	1	0	1	0	1	1	1	0	3	0	5	0	2	0	0	1	0	4
2531	0	1	0	0	1	1	0	0	0	0	1	1	1	0	0	4	0	1	0	1	0	1	0	0	4
3081	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	3	1	1	0	2	1	0	0	0	3
3031	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	4	0	1	0	1	0	1	0	0	2
3042	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	7	1	1	0	1	0	1	0	0	0
3037	0	0	1	0	0	1	0	0	0	0	1	1	1	0	0	2	0	4	2	2	0	0	1	0	1
1091	0	0	1	0	1	1	0	0	0	0	1	1	1	1	0	3	0	1	0	2	0	1	0	0	1
3011	0	0	1	0	1	1	0	0	0	0	1	1	0	0	0	7	0	1	0	1	0	0	1	0	3
1082	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	3	0	6	1	2	0	1	0	1	0
1060	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	4	0	3	1	2	0	1	0	0	0
1087	1	0	0	0	0	0	0	1	0	1	0	1	0	1	0	2	0	2	0	1	0	1	0	0	3
1094	0	0	1	0	0	0	1	0	0	1	0	1	1	1	1	6	0	1	0	2	1	0	0	0	3
3078	1	0	0	0	0	1	0	0	0	1	0	1	0	1	0	3	1	2	0	3	1	0	0	0	0
2521	0	1	0	0	0	1	0	0	0	0	1	1	1	0	0	1	0	3	0	2	0	1	0	0	1
1073	0	0	0	1	1	1	0	0	1	0	0	1	1	0	0	3	1	0	0	2	1	0	0	0	3
1067	0	0	0	1	1	1	0	0	1	0	0	1	0	0	0	3	0	4	0	2	1	0	0	0	2
1065	1	0	0	0	1	1	0	0	0	0	1	1	1	0	0	5	0	12	7	2	0	0	0	1	3
1033	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	5	0	2	0	3	0	1	0	0	0
2552	0	0	1	0	1	1	0	0	0	0	1	0	0	1	0	2	0	2	0	1	0	1	0	0	1
3061	0	0	1	0	1	1	0	0	0	1	0	0	1	0	0	3	0	1	0	1	0	0	1	0	0
2563	0	1	0	0	1	1	0	0	0	1	0	1	0	0	0	4	0	1	0	3	0	1	0	1	0
3533	0	0	1	0	1	0	1	0	0	0	1	1	0	0	0	1	0	1	0	2	0	0	1	0	2
3075	1	0	0	0	0	0	0	1	1	0	0	1	1	1	0	2	0	2	0	1	0	1	0	0	1
3555	0	1	0	0	1	1	0	0	0	0	1	1	1	0	0	2	0	3	1	2	0	1	0	0	2
1060	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	3	0	3	1	2	0	0	1	0	0
3512	1	0	0	0	0	1	0	0	0	1	0	1	0	1	0	5	1	5	0	1	1	0	0	0	1
3514	1	0	0	0	0	0	0	1	0	0	1	1	1	0	1	7	0	5	0	2	1	0	0	0	0
3038	0	0	1	0	1	1	0	0	0	0	1	1	1	0	0	3	0	3	1	3	0	0	1	0	2
2565	0	0	0	1	1	0	1	0	1	0	0	1	0	0	0	7	1	2	0	2	0	1	0	0	0
1067	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	6	0	3	0	3	0	0	0	0	0
3581	0	1	0	0	0	0	0	1	0	1	0	1	1	1	0	2	0	1	0	2	1	0	0	0	2
2521	0	1	0	0	0	1	0	0	0	0	1	0	0	1	1	5	0	4	2	2	0	1	0	0	0
2584	0	1	0	0	0	1	0	0	0	0	1	1	1	1	1	4	0	1	0	2	1	0	0	0	4
3526	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	6	1	4	2	1	1	0	0	0	0
1012	0	1	0	0	0	1	0	0	0	0	1	1	1	0	0	3	0	2	0	2	0	1	0	0	3
